Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Model
2017,59450,Petrol,Manual,18.6,1197.0,81.86,5.0,7.53,hyundai elite
2014,55000,Petrol,Manual,17.8,1497.0,117.3,5.0,5.84,honda city
2017,2000,Petrol,Manual,18.88,1499.0,110.4,5.0,8.65,ford ecosport
2017,25040,Petrol,Manual,21.4,1197.0,83.1,5.0,7.74,suzuki baleno
2008,84000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.5,hyundai i10
2016,12573,Petrol,Manual,21.4,1197.0,83.1,5.0,5.8,suzuki baleno
2012,86000,Diesel,Automatic,13.01,2199.0,194.3,7.0,9.5,hyundai santa
2013,45000,Petrol,Manual,17.0,1497.0,118.0,5.0,4.55,honda city
2012,51000,Diesel,Manual,21.9,1396.0,90.0,5.0,3.9,hyundai i20
2007,92000,Diesel,Manual,13.6,2523.0,63.0,7.0,2.7,mahindra bolero
2009,70521,Petrol,Automatic,10.9,2497.0,215.0,5.0,10.3,bmw 3
2010,51000,Diesel,Automatic,16.07,1995.0,181.0,5.0,7.75,bmw 3
2012,52618,Petrol,Manual,18.9,998.0,67.1,5.0,3.2,suzuki wagon
2013,68000,Diesel,Manual,25.47,1248.0,88.5,7.0,4.85,suzuki ertiga
2017,80000,Diesel,Manual,24.52,1248.0,88.5,7.0,8.1,suzuki ertiga
2016,78000,Diesel,Manual,25.0,1396.0,69.01,5.0,2.35,tata indigo
2012,100000,Petrol,Manual,20.92,998.0,67.1,5.0,1.8,suzuki alto
2015,31412,Petrol,Manual,21.1,814.0,55.2,5.0,3.42,hyundai eon
2010,78000,Diesel,Automatic,11.4,2953.0,153.86,7.0,5.34,ford endeavour
2011,80000,Diesel,Manual,20.54,1598.0,103.6,5.0,4.75,volkswagen vento
2014,46738,Petrol,Automatic,19.12,1373.0,91.1,5.0,6.1,suzuki ciaz
2013,54884,Petrol,Manual,21.1,814.0,55.2,5.0,3.69,hyundai eon
2016,67472,Diesel,Manual,16.0,2179.0,140.0,7.0,14.5,mahindra xuv500
2013,84000,Diesel,Manual,28.4,1248.0,74.0,5.0,5.65,suzuki swift
2011,77400,Diesel,Manual,21.1,1248.0,73.9,5.0,2.5,suzuki ritz
2014,52108,Diesel,Manual,19.01,1461.0,108.45,5.0,5.49,renault duster
2013,40000,Petrol,Manual,19.1,1197.0,85.8,5.0,3.55,suzuki swift
2014,105044,Diesel,Manual,12.99,2494.0,100.6,7.0,10.75,toyota innova
2016,24347,Petrol,Manual,15.8,1591.0,121.3,5.0,11.0,hyundai creta
2014,58000,Diesel,Manual,21.79,1248.0,88.73,5.0,4.5,suzuki sx4
2014,49663,Diesel,Manual,15.1,2179.0,140.0,7.0,8.42,mahindra xuv500
2017,17000,Petrol,Automatic,18.0,1497.0,117.3,5.0,11.6,honda city
2008,117080,Diesel,Manual,17.8,1399.0,68.0,5.0,2.25,ford fiesta
2010,74000,Petrol,Automatic,10.8,2497.0,150.0,5.0,12.95,bmw 5
2014,66882,Diesel,Automatic,17.68,1968.0,174.33,5.0,25.02,audi a6
2014,41460,Petrol,Manual,18.5,1198.0,86.8,5.0,3.95,honda brio
2011,57000,Petrol,Automatic,16.8,1497.0,118.0,5.0,4.4,honda city
2015,34010,Petrol,Manual,16.47,1198.0,73.9,5.0,4.95,volkswagen polo
2010,96813,Diesel,Manual,12.05,2179.0,120.0,8.0,5.5,mahindra scorpio
2011,84000,Petrol,Manual,16.8,1497.0,116.3,5.0,3.25,honda city
2013,50004,Petrol,Manual,15.0,1598.0,103.5,5.0,4.02,skoda rapid
2016,67995,Diesel,Manual,16.0,2179.0,140.0,7.0,11.73,mahindra xuv500
2012,55000,Diesel,Manual,15.0,1896.0,105.0,5.0,9.5,volkswagen jetta
2017,14900,Petrol,Automatic,21.4,1197.0,83.1,5.0,8.6,suzuki baleno
2013,70961,Diesel,Manual,25.8,1498.0,98.6,5.0,4.0,honda amaze
2015,40194,Petrol,Manual,15.04,1598.0,103.2,5.0,5.55,volkswagen vento
2015,96000,Petrol,Manual,22.74,796.0,47.3,5.0,2.5,suzuki alto
2015,50000,Petrol,Automatic,18.0,1497.0,117.3,5.0,7.41,honda city
2014,50000,Diesel,Manual,19.01,1461.0,108.5,5.0,6.5,nissan terrano
2008,26299,Petrol,Manual,19.7,796.0,46.3,5.0,1.2,suzuki alto
2015,150386,Diesel,Manual,14.24,2755.0,174.5,7.0,23.0,toyota fortuner
2012,60000,Diesel,Manual,21.9,1396.0,90.0,5.0,2.74,hyundai i20
2013,65000,Diesel,Manual,20.0,1399.0,68.0,5.0,3.9,ford figo
2017,80000,Diesel,Manual,24.3,1248.0,88.5,5.0,8.0,suzuki vitara
2012,92000,Diesel,Manual,22.32,1582.0,126.32,5.0,4.0,hyundai verna
2013,73278,Diesel,Manual,21.1,1248.0,73.9,5.0,5.05,suzuki ritz
2011,38000,Petrol,Automatic,10.8,1984.0,132.0,5.0,12.0,audi a4
2015,55000,Diesel,Manual,19.87,1461.0,83.8,5.0,6.5,renault duster
2014,19000,Petrol,Automatic,15.5,1198.0,86.7,5.0,4.75,honda amaze
2011,14000,Petrol,Manual,17.5,1197.0,85.8,5.0,3.2,suzuki swift
2016,16956,Petrol,Manual,22.5,998.0,67.04,5.0,3.6,suzuki wagon
2017,15473,Petrol,Manual,16.8,796.0,34.2,5.0,3.58,suzuki omni
2011,75000,Diesel,Manual,21.5,1248.0,88.8,5.0,2.5,suzuki sx4
2013,96000,Diesel,Manual,23.5,1498.0,90.0,5.0,3.5,ford fiesta
2010,38000,Petrol,Manual,22.5,998.0,67.04,5.0,1.75,suzuki wagon
2005,54000,Diesel,Automatic,11.0,2987.0,198.5,5.0,10.0,mercedes-benz e-class
2018,4131,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.75,suzuki baleno
2016,31700,Petrol,Manual,18.7,1199.0,88.7,5.0,6.45,honda jazz
2017,66988,Diesel,Automatic,15.4,2179.0,120.0,7.0,10.0,mahindra scorpio
2014,54230,Petrol,Manual,16.47,1198.0,74.0,5.0,4.5,volkswagen polo
2015,35000,Petrol,Manual,17.0,1197.0,80.0,5.0,3.4,hyundai i20
2015,45295,Petrol,Manual,18.9,998.0,67.1,5.0,4.3,suzuki wagon
2016,57000,Petrol,Automatic,24.07,998.0,67.1,5.0,3.4,suzuki alto
2013,40100,Diesel,Automatic,14.84,2143.0,170.0,5.0,14.5,mercedes-benz new
2013,56000,Petrol,Manual,24.7,796.0,47.3,5.0,2.1,suzuki alto
2012,15000,Petrol,Manual,18.6,1197.0,85.8,5.0,3.65,suzuki swift
2009,68000,Diesel,Manual,23.0,1396.0,90.0,5.0,3.95,hyundai i20
2012,83000,Diesel,Automatic,11.9,2496.0,163.2,5.0,6.75,skoda superb
2013,81504,Diesel,Manual,21.43,1364.0,87.2,5.0,6.53,toyota corolla
2015,73500,Diesel,Manual,13.0,2982.0,168.5,7.0,22.0,toyota fortuner
2013,52900,Petrol,Automatic,14.3,1598.0,103.52,5.0,4.75,skoda rapid
2017,20000,Petrol,Automatic,16.5,1198.0,86.8,5.0,5.99,honda brio
2011,46000,Petrol,Manual,16.47,1198.0,73.9,5.0,3.05,volkswagen polo
2010,65000,Petrol,Manual,16.47,1198.0,73.9,5.0,2.4,volkswagen polo
2007,42000,Petrol,Manual,18.2,998.0,67.1,5.0,1.3,suzuki zen
2016,36681,Diesel,Manual,23.59,1364.0,67.06,5.0,6.71,toyota etios
2014,67000,Diesel,Manual,15.1,2179.0,140.0,7.0,7.2,mahindra xuv500
2016,18000,Petrol,Automatic,18.9,1197.0,82.0,5.0,5.4,hyundai grand
2015,56409,Diesel,Manual,22.7,1498.0,89.84,5.0,6.63,ford ecosport
2016,65263,CNG,Manual,17.5,1373.0,80.46,7.0,7.5,suzuki ertiga
2018,20300,Petrol,Automatic,18.0,1497.0,117.3,5.0,14.21,honda city
2010,45008,Petrol,Manual,17.0,1497.0,118.0,5.0,3.0,honda city
2017,21799,Petrol,Manual,23.1,998.0,67.04,5.0,5.11,suzuki celerio
2011,57328,Petrol,Manual,15.04,1598.0,103.6,5.0,3.39,volkswagen vento
2017,35358,Diesel,Automatic,11.36,2755.0,171.5,7.0,22.99,toyota innova
2009,46946,Petrol,Manual,18.5,1197.0,80.0,5.0,2.35,hyundai i20
2012,39772,Diesel,Manual,23.2,1248.0,73.94,5.0,2.85,suzuki ritz
2014,58000,Diesel,Automatic,17.68,1968.0,174.33,5.0,18.5,audi a6
2014,52000,Petrol,Manual,13.24,1598.0,102.57,5.0,5.99,renault duster
2008,152000,Petrol,Manual,13.5,1799.0,130.0,5.0,3.0,honda civic
2016,42700,Petrol,Manual,23.84,1199.0,84.0,5.0,3.6,tata tiago
2014,60000,Diesel,Automatic,16.55,1968.0,147.51,5.0,24.0,audi a4
2015,33195,Petrol,Manual,19.1,1197.0,85.8,5.0,6.26,suzuki swift
2010,110000,Diesel,Manual,14.24,2755.0,174.5,7.0,13.7,toyota fortuner
2015,64399,Diesel,Manual,21.9,1396.0,90.0,5.0,5.02,hyundai i20
2015,55000,Petrol,Manual,21.5,1197.0,81.8,5.0,3.1,suzuki wagon
2012,50000,Diesel,Manual,20.54,1598.0,103.6,5.0,5.5,volkswagen vento
2014,33485,Petrol,Manual,19.1,1197.0,85.8,5.0,3.59,suzuki swift
2015,32000,Diesel,Manual,20.4,1248.0,91.7,5.0,4.65,fiat linea
2009,71400,Petrol,Manual,17.0,1497.0,118.0,5.0,3.8,honda city
2016,41713,Diesel,Manual,19.67,1582.0,126.2,5.0,12.5,hyundai creta
2017,46000,Diesel,Manual,25.6,1498.0,98.6,5.0,12.9,honda city
2015,52950,Petrol,Manual,14.0,796.0,35.0,5.0,2.35,suzuki omni
2015,29500,Petrol,Manual,20.4,1197.0,81.8,5.0,4.15,suzuki swift
2016,60000,Petrol,Manual,24.7,796.0,47.3,5.0,2.65,suzuki alto
2010,59196,Petrol,Manual,15.6,1196.0,70.0,5.0,2.25,ford figo
2016,121362,Diesel,Manual,13.68,2393.0,147.8,7.0,16.0,toyota innova
2013,78000,Diesel,Automatic,18.48,1995.0,177.0,5.0,19.5,bmw 5
2015,59000,Diesel,Automatic,13.01,2199.0,194.3,7.0,21.0,hyundai santa
2012,95000,Diesel,Automatic,22.48,1995.0,190.0,5.0,17.5,bmw 5
2010,84000,Diesel,Manual,17.8,1399.0,68.0,5.0,2.41,ford fiesta
2009,68078,Petrol,Manual,19.7,796.0,46.3,5.0,1.02,suzuki alto
2009,149706,Diesel,Manual,11.5,2982.0,171.0,7.0,11.0,toyota fortuner
2013,25984,Petrol,Manual,15.8,1499.0,110.0,5.0,5.35,ford ecosport
2017,15544,Petrol,Manual,21.4,1197.0,83.1,5.0,5.65,suzuki baleno
2013,24000,Petrol,Automatic,17.01,1591.0,121.4,5.0,5.95,hyundai verna
2011,95000,Diesel,Manual,20.0,1399.0,68.0,5.0,2.35,ford figo
2014,52000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.1,honda amaze
2012,135000,Diesel,Manual,19.01,1461.0,108.45,5.0,5.4,renault duster
2017,39000,Diesel,Manual,23.0,1498.0,98.96,5.0,8.45,ford ecosport
2010,140000,Diesel,Manual,14.24,2755.0,174.5,7.0,10.75,toyota fortuner
2015,67415,Diesel,Automatic,11.18,2696.0,184.0,7.0,11.03,mahindra ssangyong
2016,25562,Petrol,Manual,23.1,998.0,67.04,5.0,3.5,suzuki celerio
2016,30292,Petrol,Manual,18.6,1197.0,81.83,5.0,6.3,hyundai i20
2014,84056,Petrol,Manual,18.88,999.0,123.24,5.0,6.75,ford ecosport
2017,62691,Diesel,Manual,26.21,1248.0,88.5,5.0,7.5,suzuki ciaz
2013,87000,Diesel,Automatic,17.11,1968.0,174.33,5.0,15.5,audi a4
2015,52513,Petrol,Manual,18.0,1198.0,86.7,5.0,4.65,honda amaze
2016,43983,Petrol,Automatic,15.63,1499.0,110.4,5.0,7.58,ford ecosport
2013,90121,Petrol,Manual,20.92,998.0,67.1,5.0,2.2,suzuki alto
2011,50000,Diesel,Automatic,16.77,2967.0,241.38,5.0,21.0,audi a6
2016,62192,Diesel,Manual,28.4,1248.0,74.0,5.0,5.22,suzuki swift
2018,38394,Petrol,Manual,21.56,1462.0,103.25,5.0,9.18,suzuki ciaz
2011,60000,Petrol,Automatic,16.8,1497.0,118.0,5.0,4.45,honda city
2017,39419,Petrol,Manual,18.16,1196.0,86.8,5.0,4.95,ford figo
2014,55000,Diesel,Manual,22.54,1396.0,88.73,5.0,5.64,hyundai i20
2016,7000,Petrol,Manual,18.88,1499.0,110.4,5.0,6.9,ford ecosport
2011,85000,Diesel,Automatic,16.55,1968.0,147.51,5.0,13.95,audi a4
2010,105000,Diesel,Manual,12.05,2179.0,120.0,8.0,5.21,mahindra scorpio
2017,36458,Petrol,Manual,15.29,1591.0,121.3,5.0,12.34,hyundai creta
2006,109000,Petrol,Manual,16.9,1497.0,100.0,5.0,1.5,honda city
2015,49000,Diesel,Automatic,17.05,1995.0,184.0,5.0,22.99,bmw x1
2008,68000,Petrol,Manual,19.7,796.0,46.3,5.0,1.2,suzuki alto
2011,54000,Petrol,Automatic,19.2,1197.0,80.0,5.0,2.9,hyundai i10
2016,28000,Petrol,Automatic,14.62,1999.0,149.92,5.0,13.9,hyundai elantra
2016,38500,Diesel,Manual,28.09,1248.0,88.5,5.0,7.85,suzuki ciaz
2011,47000,Diesel,Manual,20.64,1498.0,108.5,5.0,3.25,volkswagen vento
2015,28005,Petrol,Manual,17.8,1497.0,117.3,5.0,7.1,honda city
2017,13000,Petrol,Manual,20.4,1197.0,81.8,5.0,4.65,suzuki swift
2012,67000,Diesel,Manual,19.33,1968.0,138.1,5.0,5.0,volkswagen jetta
2015,50000,Petrol,Manual,18.6,1197.0,81.83,5.0,4.95,hyundai i20
2014,55000,Diesel,Manual,15.1,2179.0,140.0,7.0,9.8,mahindra xuv500
2015,30458,Petrol,Manual,23.1,998.0,67.04,5.0,2.99,suzuki celerio
2014,46000,Petrol,Manual,15.04,1598.0,103.2,5.0,4.45,volkswagen vento
2016,36676,CNG,Manual,25.0,1197.0,81.86,5.0,5.0,hyundai xcent
2014,72563,Diesel,Manual,22.77,1498.0,98.59,5.0,5.0,ford ecosport
2015,58239,Petrol,Automatic,14.62,1999.0,149.92,5.0,9.69,hyundai elantra
2015,63000,Diesel,Manual,20.14,1498.0,88.8,5.0,5.11,volkswagen polo
2012,27014,Petrol,Manual,16.25,1198.0,75.0,5.0,2.19,skoda fabia
2012,90906,Diesel,Manual,20.54,1598.0,103.6,5.0,4.25,volkswagen vento
2013,61202,Diesel,Automatic,11.18,2696.0,184.0,7.0,14.5,mahindra ssangyong
2014,51000,Diesel,Manual,19.87,1461.0,83.14,5.0,5.65,nissan terrano
2016,88008,Diesel,Automatic,12.9,2755.0,174.5,7.0,22.5,toyota fortuner
2004,160000,Petrol,Automatic,11.3,1794.0,125.0,5.0,1.5,toyota corolla
2012,42591,Petrol,Manual,20.36,1197.0,78.9,5.0,3.2,hyundai i10
2012,67000,Diesel,Manual,23.0,1396.0,90.0,5.0,4.5,hyundai i20
2014,48000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.5,honda amaze
2014,97000,Diesel,Automatic,22.32,1582.0,126.32,5.0,8.0,hyundai verna
2015,56900,Diesel,Manual,20.14,1498.0,88.8,5.0,4.1,volkswagen polo
2017,36152,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.22,suzuki baleno
2014,85512,Diesel,Manual,22.9,1248.0,74.0,5.0,5.8,suzuki swift
2013,36000,Diesel,Manual,22.7,1498.0,89.84,5.0,6.35,ford ecosport
2015,36096,Diesel,Manual,15.1,2179.0,140.0,7.0,8.85,mahindra xuv500
2010,111111,Petrol,Manual,18.6,1199.0,79.4,5.0,2.0,chevrolet beat
2012,73000,Petrol,Manual,17.01,1591.0,121.3,5.0,5.5,hyundai verna
2014,44300,Petrol,Manual,18.9,1197.0,82.0,5.0,2.3,hyundai grand
2014,74500,Diesel,Manual,19.01,1461.0,108.45,5.0,7.95,renault duster
2016,21495,Petrol,Manual,19.1,1197.0,81.86,5.0,6.16,hyundai xcent
2012,59000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.85,hyundai i10
2016,23000,Petrol,Automatic,13.7,1991.0,183.0,5.0,25.0,mercedes-benz gla
2008,50135,Diesel,Manual,15.8,2148.0,170.0,5.0,10.36,mercedes-benz new
2013,47000,Diesel,Manual,22.32,1582.0,126.32,5.0,4.35,hyundai verna
2015,53503,Diesel,Manual,26.59,1248.0,74.0,5.0,5.0,suzuki swift
2014,47003,Petrol,Manual,20.36,1197.0,78.9,5.0,3.67,hyundai i10
2018,20492,Petrol,Manual,18.9,1197.0,82.0,5.0,6.34,hyundai grand
2006,79000,Petrol,Manual,13.4,1794.0,125.0,5.0,1.67,toyota corolla
2014,27000,Petrol,Manual,14.28,1798.0,138.03,5.0,7.95,toyota corolla
2011,143354,Diesel,Manual,16.0,1997.0,140.0,7.0,6.0,mahindra xuv500
2014,29202,CNG,Manual,33.54,998.0,67.04,5.0,3.9,suzuki wagon
2009,73000,Diesel,Manual,21.1,1248.0,73.9,5.0,2.35,suzuki ritz
2012,74000,Diesel,Manual,22.07,1199.0,73.9,5.0,2.65,volkswagen polo
2011,65423,Petrol,Manual,20.36,1197.0,78.9,5.0,3.16,hyundai i10
2009,65000,Petrol,Manual,19.0,998.0,66.1,5.0,2.05,suzuki a-star
2013,83875,CNG,Manual,26.6,998.0,58.16,5.0,2.95,suzuki wagon
2014,55277,Petrol,Manual,20.51,998.0,67.04,5.0,3.9,suzuki wagon
2017,50808,Diesel,Manual,24.2,1498.0,98.6,7.0,6.68,honda mobilio
2017,52000,Petrol,Manual,21.1,814.0,55.2,5.0,3.5,hyundai eon
2017,32000,Petrol,Automatic,14.84,1598.0,103.52,5.0,8.11,skoda rapid
2017,25000,Diesel,Manual,28.09,1248.0,88.5,5.0,8.3,suzuki ciaz
2010,84000,Diesel,Automatic,20.0,1968.0,138.1,5.0,4.45,skoda laura
2017,40000,Diesel,Manual,24.3,1248.0,88.5,5.0,7.85,suzuki vitara
2014,25135,Diesel,Manual,24.0,1120.0,70.0,5.0,3.75,hyundai grand
2017,65000,Diesel,Manual,25.47,1248.0,88.5,7.0,7.65,suzuki ertiga
2013,40000,Petrol,Manual,17.0,1197.0,80.0,5.0,4.9,hyundai i20
2018,24500,Diesel,Automatic,16.0,2179.0,140.0,7.0,16.52,mahindra xuv500
2016,56674,Petrol,Automatic,13.7,1798.0,157.75,5.0,14.05,skoda superb
2016,51950,Petrol,Manual,20.73,1373.0,91.1,5.0,6.75,suzuki ciaz
2016,51000,Diesel,Manual,19.67,1582.0,126.2,5.0,9.2,hyundai creta
2008,114750,Petrol,Manual,17.0,1497.0,118.0,5.0,2.75,honda city
2016,107890,Diesel,Manual,13.5,2198.0,157.7,7.0,20.5,ford endeavour
2012,64000,Diesel,Manual,21.9,1396.0,90.0,5.0,4.25,hyundai i20
2016,21460,Petrol,Manual,17.0,1497.0,121.36,5.0,6.0,ford ecosport
2015,29634,Petrol,Manual,17.0,1197.0,80.0,5.0,6.0,hyundai i20
2008,52000,Petrol,Manual,16.1,1298.0,88.2,5.0,2.41,suzuki swift
2015,33000,Petrol,Automatic,19.0,1199.0,88.7,5.0,7.25,honda jazz
2016,27000,Petrol,Manual,21.4,1197.0,83.1,5.0,6.5,suzuki baleno
2017,72524,Diesel,Automatic,17.9,2143.0,136.0,5.0,18.06,mercedes-benz gla
2016,73000,Petrol,Manual,25.17,799.0,53.3,5.0,3.2,renault kwid
2017,21740,Petrol,Manual,18.16,1196.0,86.8,5.0,6.42,ford figo
2015,59000,Diesel,Manual,13.0,2982.0,168.5,7.0,23.0,toyota fortuner
2013,83432,Petrol,Manual,17.0,1497.0,118.0,5.0,5.9,honda city
2014,87200,Diesel,Manual,15.4,2523.0,75.0,7.0,7.75,mahindra scorpio
2012,88000,Diesel,Automatic,13.2,1995.0,170.0,5.0,15.0,bmw 3
2017,48324,Diesel,Manual,24.3,1248.0,88.5,5.0,9.0,suzuki vitara
2011,51000,Petrol,Automatic,11.74,1796.0,186.0,5.0,11.5,mercedes-benz new
2012,24000,Petrol,Manual,17.01,1591.0,121.3,5.0,6.2,hyundai verna
2017,20773,Diesel,Manual,24.0,1186.0,73.97,5.0,5.92,hyundai grand
2016,22000,Diesel,Manual,20.14,1498.0,88.0,5.0,6.29,volkswagen polo
2014,66355,Petrol,Manual,18.0,1198.0,86.7,5.0,4.12,honda amaze
2007,115800,Petrol,Automatic,10.1,2354.0,152.0,5.0,3.8,honda cr-v
2014,41125,Petrol,Manual,17.92,1086.0,62.1,5.0,2.7,hyundai santro
2017,43812,Diesel,Automatic,15.0,2143.0,107.3,5.0,20.28,mercedes-benz b
2014,69876,Petrol,Manual,18.0,1198.0,86.7,5.0,3.9,honda amaze
2014,102000,Diesel,Automatic,12.55,2982.0,168.5,7.0,16.5,toyota fortuner
2011,68000,Petrol,Manual,17.01,1591.0,121.3,5.0,3.7,hyundai verna
2013,25000,Diesel,Automatic,22.69,1995.0,190.0,5.0,17.99,bmw 3
2013,51873,Diesel,Manual,21.9,1396.0,88.76,5.0,3.9,hyundai i20
2012,72500,Diesel,Manual,18.5,1399.0,68.0,5.0,3.12,ford figo
2007,83000,Petrol,Manual,14.0,1061.0,64.0,5.0,1.65,suzuki wagon
2015,39871,Petrol,Manual,19.1,1197.0,81.86,5.0,3.5,hyundai xcent
2015,82000,Diesel,Manual,14.02,2179.0,118.3,7.0,4.85,mahindra xylo
2007,71600,Petrol,Manual,20.36,1197.0,78.9,5.0,2.0,hyundai i10
2010,122000,Diesel,Manual,11.5,2982.0,171.0,7.0,10.45,toyota fortuner
2011,60000,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25,ford figo
2014,42000,Petrol,Manual,19.1,1197.0,81.86,5.0,3.45,hyundai xcent
2016,61823,Petrol,Manual,18.6,1197.0,81.83,5.0,6.14,hyundai i20
2015,75000,CNG,Manual,24.6,1193.0,55.23,5.0,3.25,tata indigo
2011,110000,Diesel,Manual,28.4,1248.0,73.75,5.0,4.0,suzuki dzire
2010,38446,Petrol,Manual,17.0,1497.0,118.0,5.0,2.59,honda city
2017,33000,Diesel,Manual,27.39,1248.0,74.0,5.0,6.96,suzuki baleno
2016,70000,Petrol,Manual,21.1,814.0,55.2,5.0,3.0,hyundai eon
2012,68038,Diesel,Manual,20.14,1498.0,88.0,5.0,3.6,volkswagen polo
2014,55012,Diesel,Manual,25.44,936.0,57.6,5.0,3.7,chevrolet beat
2013,55000,Diesel,Automatic,22.48,1995.0,190.0,5.0,21.75,bmw 5
2011,46808,Petrol,Manual,24.07,998.0,67.1,5.0,3.19,suzuki alto
2015,65743,Petrol,Manual,20.14,1197.0,81.86,5.0,6.2,hyundai xcent
2013,64466,Petrol,Manual,19.81,1086.0,68.05,5.0,3.96,hyundai i10
2016,80000,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5,suzuki swift
2017,69000,Diesel,Manual,25.4,1186.0,73.97,5.0,3.55,hyundai xcent
2014,79200,Diesel,Manual,22.71,1461.0,84.8,5.0,5.5,nissan sunny
2016,29477,Petrol,Manual,15.8,1591.0,121.3,5.0,10.25,hyundai creta
2014,25000,Petrol,Manual,18.5,1197.0,85.8,5.0,3.5,suzuki ritz
2010,78000,Petrol,Manual,17.5,1198.0,75.0,5.0,3.25,skoda fabia
2017,30000,Diesel,Manual,23.0,1498.0,98.96,5.0,8.99,ford ecosport
2015,70623,Petrol,Manual,15.04,1598.0,103.6,5.0,3.99,volkswagen vento
2015,54000,Diesel,Manual,19.01,1461.0,108.5,5.0,6.0,nissan terrano
2015,48000,Diesel,Automatic,15.73,1968.0,174.33,5.0,18.25,audi q3
2012,62000,Diesel,Manual,12.99,2494.0,100.0,7.0,7.75,toyota innova
2017,47000,Petrol,Manual,17.57,1193.0,88.7,5.0,4.5,tata zest
2016,41000,Diesel,Manual,22.7,1598.0,118.0,5.0,7.7,suzuki sx4
2012,66000,Petrol,Manual,17.0,1497.0,118.0,5.0,4.45,honda city
2015,144000,Diesel,Manual,26.59,1248.0,74.0,5.0,5.25,suzuki swift
2013,89000,Petrol,Automatic,19.34,1198.0,76.0,5.0,2.8,nissan micra
2018,38852,Petrol,Automatic,21.4,1197.0,83.1,5.0,8.47,suzuki baleno
2018,68737,Diesel,Manual,26.21,1248.0,88.5,5.0,9.32,suzuki ciaz
2015,31250,Diesel,Manual,24.5,1498.0,98.6,7.0,6.5,honda mobilio
2014,77795,Diesel,Manual,12.99,2494.0,100.6,8.0,9.5,toyota innova
2013,67620,Petrol,Manual,17.6,1496.0,88.8,5.0,4.2,toyota etios
2013,44378,Diesel,Manual,25.44,936.0,57.6,5.0,3.85,chevrolet beat
2012,64709,Petrol,Manual,12.8,2354.0,177.6,5.0,6.0,honda accord
2007,76161,Petrol,Manual,19.7,796.0,46.3,5.0,1.65,suzuki alto
2013,58410,Diesel,Automatic,19.3,1968.0,141.0,5.0,14.5,skoda octavia
2011,72000,Diesel,Manual,12.8,2494.0,102.0,7.0,7.1,toyota innova
2017,45362,Diesel,Manual,24.3,1248.0,88.5,5.0,9.38,suzuki vitara
2016,59767,Petrol,Manual,18.9,1197.0,82.0,5.0,4.78,hyundai grand
2003,70000,Petrol,Manual,13.4,1794.0,125.0,5.0,1.7,toyota corolla
2010,72000,Petrol,Manual,17.0,1197.0,80.0,5.0,2.75,hyundai i20
2014,11000,Petrol,Manual,17.01,1591.0,121.3,5.0,5.95,hyundai verna
2011,39000,Petrol,Manual,14.0,796.0,35.0,5.0,1.5,suzuki omni
2019,19855,Petrol,Manual,24.7,796.0,47.3,5.0,3.8,suzuki alto
2011,70000,Petrol,Manual,19.81,1086.0,68.05,5.0,2.15,hyundai i10
2010,62004,Petrol,Automatic,14.67,1798.0,177.46,5.0,3.75,skoda superb
2016,25500,Diesel,Automatic,21.5,1498.0,108.5,5.0,8.95,volkswagen vento
2010,61700,Petrol,Manual,14.8,1799.0,130.2,5.0,2.95,honda civic
2010,59660,Petrol,Automatic,12.05,1995.0,154.0,5.0,10.49,bmw 3
2007,69775,Petrol,Manual,17.92,1086.0,62.1,5.0,1.85,hyundai santro
2009,88000,Petrol,Automatic,11.1,2354.0,142.0,5.0,5.25,honda accord
2014,47052,Diesel,Manual,20.77,1248.0,88.76,7.0,5.99,suzuki ertiga
2015,69749,Diesel,Manual,18.6,1388.0,67.0,5.0,3.82,ford fiesta
2012,137800,Diesel,Manual,22.3,1248.0,74.0,5.0,2.2,tata indica
2008,120000,Diesel,Manual,18.1,1493.0,110.0,5.0,2.0,hyundai verna
2014,18600,Diesel,Automatic,22.69,1995.0,190.0,5.0,21.0,bmw 3
2014,116905,Diesel,Manual,24.0,1120.0,70.0,5.0,4.0,hyundai grand
2011,32824,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.83,hyundai i10
2016,19148,Petrol,Manual,16.1,1197.0,85.0,5.0,5.89,suzuki swift
2010,35008,Petrol,Manual,17.92,1086.0,62.1,5.0,1.36,hyundai santro
2014,53000,CNG,Manual,22.1,1586.0,85.7,5.0,3.26,suzuki sx4
2016,36000,Petrol,Manual,17.43,1396.0,105.5,5.0,8.0,hyundai verna
2012,56121,Diesel,Manual,23.4,1248.0,74.0,5.0,4.25,suzuki swift
2018,30000,Diesel,Manual,28.4,1248.0,74.0,5.0,6.0,suzuki swift
2016,31021,Diesel,Automatic,19.5,1968.0,141.0,5.0,16.61,skoda octavia
2013,52600,Diesel,Manual,19.6,1461.0,108.45,5.0,7.26,renault duster
2005,60000,Diesel,Manual,10.5,2179.0,120.0,8.0,4.0,mahindra scorpio
